Species,IslandGroup,DemClass,Month,MonthLength,Device,Age,BreedStage,IdealDist,NumDays,HalfOnNest,RepAge,RepBreedStage,value
Wandering Albatross,Crozet,delta,2,28,GLS,adult,non-breeding,NB_Q1,28,FALSE,adult,non-breeding_Q1,2785.694592
Wandering Albatross,Crozet,delta,3,31,GLS,adult,non-breeding,NB_Q1,31,FALSE,adult,non-breeding_Q1,2785.694592
Wandering Albatross,Crozet,delta,4,30,GLS,adult,non-breeding,NB_Q2,30,FALSE,adult,non-breeding_Q2,2785.694592
Wandering Albatross,Crozet,delta,5,31,GLS,adult,non-breeding,NB_Q2,31,FALSE,adult,non-breeding_Q2,2785.694592
Wandering Albatross,Crozet,delta,6,30,GLS,adult,non-breeding,NB_Q2,30,FALSE,adult,non-breeding_Q2,2785.694592
Wandering Albatross,Crozet,delta,7,31,GLS,adult,non-breeding,NB_Q3,31,FALSE,adult,non-breeding_Q3,2785.694592
Wandering Albatross,Crozet,delta,8,31,GLS,adult,non-breeding,NB_Q3,31,FALSE,adult,non-breeding_Q3,2785.694592
Wandering Albatross,Crozet,delta,9,30,GLS,adult,non-breeding,NB_Q3,30,FALSE,adult,non-breeding_Q3,2785.694592
Wandering Albatross,Crozet,delta,10,31,GLS,adult,non-breeding,NB_Q4,31,FALSE,adult,non-breeding_Q4,2785.694592
Wandering Albatross,Crozet,delta,11,30,GLS,adult,non-breeding,NB_Q4,30,FALSE,adult,non-breeding_Q4,2785.694592
Wandering Albatross,Crozet,delta,12,31,GLS,adult,non-breeding,NB_Q4,31,FALSE,adult,non-breeding_Q4,2785.694592
Wandering Albatross,Crozet,gamma,1,31,GPSorPTT,adult,incubation,INC,31,TRUE,adult,incubation,980.1
Wandering Albatross,Crozet,gamma,2,28,GPSorPTT,adult,incubation,INC,28,TRUE,adult,incubation,980.1
Wandering Albatross,Crozet,gamma,3,31,GPSorPTT,adult,incubation,INC,20,TRUE,adult,incubation,980.1
Wandering Albatross,Crozet,gamma,3,31,GPSorPTT,adult,brood-guard,BR,11,TRUE,adult,brood-guard,980.1
Wandering Albatross,Crozet,gamma,4,30,GPSorPTT,adult,brood-guard,BR,20,TRUE,adult,brood-guard,980.1
Wandering Albatross,Crozet,gamma,4,30,GPSorPTT,adult,post-brood,PB,10,FALSE,adult,post-guard,980.1
Wandering Albatross,Crozet,gamma,5,31,GPSorPTT,adult,post-brood,PB,31,FALSE,adult,post-guard,980.1
Wandering Albatross,Crozet,gamma,6,30,GPSorPTT,adult,post-brood,PB,24,FALSE,adult,post-guard,980.1
Wandering Albatross,Crozet,gamma,6,30,GLS,adult,non-breeding,NB_Q2,6,FALSE,adult,non-breeding_Q2,980.1
Wandering Albatross,Crozet,gamma,7,31,GLS,adult,non-breeding,NB_Q3,31,FALSE,adult,non-breeding_Q3,980.1
Wandering Albatross,Crozet,gamma,8,31,GLS,adult,non-breeding,NB_Q3,31,FALSE,adult,non-breeding_Q3,980.1
Wandering Albatross,Crozet,gamma,9,30,GLS,adult,non-breeding,NB_Q3,30,FALSE,adult,non-breeding_Q3,980.1
Wandering Albatross,Crozet,gamma,10,31,GLS,adult,non-breeding,NB_Q4,31,FALSE,adult,non-breeding_Q4,980.1
Wandering Albatross,Crozet,gamma,11,30,GLS,adult,non-breeding,NB_Q4,30,FALSE,adult,non-breeding_Q4,980.1
Wandering Albatross,Crozet,gamma,12,31,GLS,adult,non-breeding,NB_Q4,5,FALSE,adult,non-breeding_Q4,980.1
Wandering Albatross,Crozet,gamma,12,31,GPSorPTT,adult,pre-laying,PRE-L,26,TRUE,adult,incubation,980.1
Wandering Albatross,Crozet,theta,1,31,GPSorPTT,immature,non-breeding,IMM_Q4_Q1,31,FALSE,immature,non-breeding_Q4_Q1,6162.312326
Wandering Albatross,Crozet,theta,2,28,GPSorPTT,immature,non-breeding,IMM_Q4_Q1,28,FALSE,immature,non-breeding_Q4_Q1,6162.312326
Wandering Albatross,Crozet,theta,3,31,GPSorPTT,immature,non-breeding,IMM_Q4_Q1,31,FALSE,immature,non-breeding_Q4_Q1,6162.312326
Wandering Albatross,Crozet,theta,4,30,GPSorPTT,immature,non-breeding,IMM_Q2_Q3,30,FALSE,immature,non-breeding_Q2_Q3,6162.312326
Wandering Albatross,Crozet,theta,5,31,GPSorPTT,immature,non-breeding,IMM_Q2_Q3,31,FALSE,immature,non-breeding_Q2_Q3,6162.312326
Wandering Albatross,Crozet,theta,6,30,GPSorPTT,immature,non-breeding,IMM_Q2_Q3,30,FALSE,immature,non-breeding_Q2_Q3,6162.312326
Wandering Albatross,Crozet,theta,7,31,GPSorPTT,immature,non-breeding,IMM_Q2_Q3,31,FALSE,immature,non-breeding_Q2_Q3,6162.312326
Wandering Albatross,Crozet,theta,8,31,GPSorPTT,immature,non-breeding,IMM_Q2_Q3,31,FALSE,immature,non-breeding_Q2_Q3,6162.312326
Wandering Albatross,Crozet,theta,9,30,GPSorPTT,immature,non-breeding,IMM_Q2_Q3,30,FALSE,immature,non-breeding_Q2_Q3,6162.312326
Wandering Albatross,Crozet,theta,10,31,GPSorPTT,immature,non-breeding,IMM_Q4_Q1,31,FALSE,immature,non-breeding_Q4_Q1,6162.312326
Wandering Albatross,Crozet,theta,11,30,GPSorPTT,immature,non-breeding,IMM_Q4_Q1,30,FALSE,immature,non-breeding_Q4_Q1,6162.312326
Wandering Albatross,Crozet,theta,12,31,GPSorPTT,immature,non-breeding,IMM_Q4_Q1,31,FALSE,immature,non-breeding_Q4_Q1,6162.312326
Wandering Albatross,Crozet,zeta,1,31,GPSorPTT,juvenile,non-breeding,JUV_Q4_Q1,31,FALSE,juvenile,non-breeding_Q4_Q1,1311.97527
Wandering Albatross,Crozet,zeta,2,28,GPSorPTT,juvenile,non-breeding,JUV_Q4_Q1,28,FALSE,juvenile,non-breeding_Q4_Q1,1311.97527
Wandering Albatross,Crozet,zeta,3,31,GPSorPTT,juvenile,non-breeding,JUV_Q4_Q1,31,FALSE,juvenile,non-breeding_Q4_Q1,1311.97527
Wandering Albatross,Crozet,zeta,4,30,GPSorPTT,juvenile,non-breeding,JUV_Q2_Q3,30,FALSE,juvenile,non-breeding_Q2_Q3,1311.97527
Wandering Albatross,Crozet,zeta,5,31,GPSorPTT,juvenile,non-breeding,JUV_Q2_Q3,31,FALSE,juvenile,non-breeding_Q2_Q3,1311.97527
Wandering Albatross,Crozet,zeta,6,30,GPSorPTT,juvenile,non-breeding,JUV_Q2_Q3,30,FALSE,juvenile,non-breeding_Q2_Q3,1311.97527
Wandering Albatross,Crozet,zeta,7,31,GPSorPTT,juvenile,non-breeding,JUV_Q2_Q3,31,FALSE,juvenile,non-breeding_Q2_Q3,1311.97527
Wandering Albatross,Crozet,zeta,8,31,GPSorPTT,juvenile,non-breeding,JUV_Q2_Q3,31,FALSE,juvenile,non-breeding_Q2_Q3,1311.97527
Wandering Albatross,Crozet,zeta,9,30,GPSorPTT,juvenile,non-breeding,JUV_Q2_Q3,30,FALSE,juvenile,non-breeding_Q2_Q3,1311.97527
Wandering Albatross,Crozet,zeta,10,31,GPSorPTT,juvenile,non-breeding,JUV_Q4_Q1,31,FALSE,juvenile,non-breeding_Q4_Q1,1311.97527
Wandering Albatross,Crozet,zeta,11,30,GPSorPTT,juvenile,non-breeding,JUV_Q4_Q1,30,FALSE,juvenile,non-breeding_Q4_Q1,1311.97527
Wandering Albatross,Crozet,zeta,12,31,GPSorPTT,juvenile,non-breeding,JUV_Q4_Q1,31,FALSE,juvenile,non-breeding_Q4_Q1,1311.97527
Wandering Albatross,Kerguelen,beta,1,31,GPSorPTT,adult,incubation,INC,31,TRUE,adult,incubation,1728.64
Wandering Albatross,Kerguelen,beta,2,28,GPSorPTT,adult,incubation,INC,28,TRUE,adult,incubation,1728.64
Wandering Albatross,Kerguelen,beta,3,31,GPSorPTT,adult,incubation,INC,20,TRUE,adult,incubation,1728.64
Wandering Albatross,Kerguelen,beta,3,31,GPSorPTT,adult,brood-guard,BR,11,TRUE,adult,brood-guard,1728.64
Wandering Albatross,Kerguelen,beta,4,30,GPSorPTT,adult,brood-guard,BR,20,TRUE,adult,brood-guard,1728.64
Wandering Albatross,Kerguelen,beta,4,30,GPSorPTT,adult,post-brood,PB,10,FALSE,adult,post-guard,1728.64
Wandering Albatross,Kerguelen,beta,5,31,GPSorPTT,adult,post-brood,PB,31,FALSE,adult,post-guard,1728.64
Wandering Albatross,Kerguelen,beta,6,30,GPSorPTT,adult,post-brood,PB,30,FALSE,adult,post-guard,1728.64
Wandering Albatross,Kerguelen,beta,7,31,GPSorPTT,adult,post-brood,PB,31,FALSE,adult,post-guard,1728.64
Wandering Albatross,Kerguelen,beta,8,31,GPSorPTT,adult,post-brood,PB,31,FALSE,adult,post-guard,1728.64
Wandering Albatross,Kerguelen,beta,9,30,GPSorPTT,adult,post-brood,PB,30,FALSE,adult,post-guard,1728.64
Wandering Albatross,Kerguelen,beta,10,31,GPSorPTT,adult,post-brood,PB,31,FALSE,adult,post-guard,1728.64
Wandering Albatross,Kerguelen,beta,11,30,GPSorPTT,adult,post-brood,PB,30,FALSE,adult,post-guard,1728.64
Wandering Albatross,Kerguelen,beta,12,31,GPSorPTT,adult,post-brood,PB,5,FALSE,adult,post-guard,1728.64
Wandering Albatross,Kerguelen,beta,12,31,GPSorPTT,adult,pre-laying,PRE-L,26,TRUE,adult,incubation,1728.64
Wandering Albatross,Kerguelen,delta,1,31,GLS,adult,non-breeding,NB_Q1,31,FALSE,adult,non-breeding_Q1,1817.224461
Wandering Albatross,Kerguelen,delta,2,28,GLS,adult,non-breeding,NB_Q1,28,FALSE,adult,non-breeding_Q1,1817.224461
Wandering Albatross,Kerguelen,delta,3,31,GLS,adult,non-breeding,NB_Q1,31,FALSE,adult,non-breeding_Q1,1817.224461
Wandering Albatross,Kerguelen,delta,4,30,GLS,adult,non-breeding,NB_Q2,30,FALSE,adult,non-breeding_Q2,1817.224461
Wandering Albatross,Kerguelen,delta,5,31,GLS,adult,non-breeding,NB_Q2,31,FALSE,adult,non-breeding_Q2,1817.224461
Wandering Albatross,Kerguelen,delta,6,30,GLS,adult,non-breeding,NB_Q2,30,FALSE,adult,non-breeding_Q2,1817.224461
Wandering Albatross,Kerguelen,delta,7,31,GLS,adult,non-breeding,NB_Q3,31,FALSE,adult,non-breeding_Q3,1817.224461
Wandering Albatross,Kerguelen,delta,8,31,GLS,adult,non-breeding,NB_Q3,31,FALSE,adult,non-breeding_Q3,1817.224461
Wandering Albatross,Kerguelen,delta,9,30,GLS,adult,non-breeding,NB_Q3,30,FALSE,adult,non-breeding_Q3,1817.224461
Wandering Albatross,Kerguelen,delta,10,31,GLS,adult,non-breeding,NB_Q4,31,FALSE,adult,non-breeding_Q4,1817.224461
Wandering Albatross,Kerguelen,delta,11,30,GLS,adult,non-breeding,NB_Q4,30,FALSE,adult,non-breeding_Q4,1817.224461
Wandering Albatross,Kerguelen,delta,12,31,GLS,adult,non-breeding,NB_Q4,31,FALSE,adult,non-breeding_Q4,1817.224461
Wandering Albatross,Kerguelen,gamma,1,31,GPSorPTT,adult,incubation,INC,31,TRUE,adult,incubation,639.36
Wandering Albatross,Kerguelen,gamma,2,28,GPSorPTT,adult,incubation,INC,28,TRUE,adult,incubation,639.36
Wandering Albatross,Kerguelen,gamma,3,31,GPSorPTT,adult,incubation,INC,20,TRUE,adult,incubation,639.36
Wandering Albatross,Kerguelen,gamma,3,31,GPSorPTT,adult,brood-guard,BR,11,TRUE,adult,brood-guard,639.36
Wandering Albatross,Kerguelen,gamma,4,30,GPSorPTT,adult,brood-guard,BR,20,TRUE,adult,brood-guard,639.36
Wandering Albatross,Kerguelen,gamma,4,30,GPSorPTT,adult,post-brood,PB,10,FALSE,adult,post-guard,639.36
Wandering Albatross,Kerguelen,gamma,5,31,GPSorPTT,adult,post-brood,PB,31,FALSE,adult,post-guard,639.36
Wandering Albatross,Kerguelen,gamma,6,30,GPSorPTT,adult,post-brood,PB,24,FALSE,adult,post-guard,639.36
Wandering Albatross,Kerguelen,gamma,6,30,GLS,adult,non-breeding,NB_Q2,6,FALSE,adult,non-breeding_Q2,639.36
Wandering Albatross,Kerguelen,gamma,7,31,GLS,adult,non-breeding,NB_Q3,31,FALSE,adult,non-breeding_Q3,639.36
Wandering Albatross,Kerguelen,gamma,8,31,GLS,adult,non-breeding,NB_Q3,31,FALSE,adult,non-breeding_Q3,639.36
Wandering Albatross,Kerguelen,gamma,9,30,GLS,adult,non-breeding,NB_Q3,30,FALSE,adult,non-breeding_Q3,639.36
Wandering Albatross,Kerguelen,gamma,10,31,GLS,adult,non-breeding,NB_Q4,31,FALSE,adult,non-breeding_Q4,639.36
Wandering Albatross,Kerguelen,gamma,11,30,GLS,adult,non-breeding,NB_Q4,30,FALSE,adult,non-breeding_Q4,639.36
Wandering Albatross,Kerguelen,gamma,12,31,GLS,adult,non-breeding,NB_Q4,5,FALSE,adult,non-breeding_Q4,639.36
Wandering Albatross,Kerguelen,gamma,12,31,GPSorPTT,adult,pre-laying,PRE-L,26,TRUE,adult,incubation,639.36
Wandering Albatross,Kerguelen,theta,1,31,GPSorPTT,immature,non-breeding,IMM_Q4_Q1,31,FALSE,immature,non-breeding_Q4_Q1,4022.260035
Wandering Albatross,Kerguelen,theta,2,28,GPSorPTT,immature,non-breeding,IMM_Q4_Q1,28,FALSE,immature,non-breeding_Q4_Q1,4022.260035
Wandering Albatross,Kerguelen,theta,3,31,GPSorPTT,immature,non-breeding,IMM_Q4_Q1,31,FALSE,immature,non-breeding_Q4_Q1,4022.260035
Wandering Albatross,Kerguelen,theta,4,30,GPSorPTT,immature,non-breeding,IMM_Q2_Q3,30,FALSE,immature,non-breeding_Q2_Q3,4022.260035
Wandering Albatross,Kerguelen,theta,5,31,GPSorPTT,immature,non-breeding,IMM_Q2_Q3,31,FALSE,immature,non-breeding_Q2_Q3,4022.260035
Wandering Albatross,Kerguelen,theta,6,30,GPSorPTT,immature,non-breeding,IMM_Q2_Q3,30,FALSE,immature,non-breeding_Q2_Q3,4022.260035
Wandering Albatross,Kerguelen,theta,7,31,GPSorPTT,immature,non-breeding,IMM_Q2_Q3,31,FALSE,immature,non-breeding_Q2_Q3,4022.260035
Wandering Albatross,Kerguelen,theta,8,31,GPSorPTT,immature,non-breeding,IMM_Q2_Q3,31,FALSE,immature,non-breeding_Q2_Q3,4022.260035
Wandering Albatross,Kerguelen,theta,9,30,GPSorPTT,immature,non-breeding,IMM_Q2_Q3,30,FALSE,immature,non-breeding_Q2_Q3,4022.260035
Wandering Albatross,Kerguelen,theta,10,31,GPSorPTT,immature,non-breeding,IMM_Q4_Q1,31,FALSE,immature,non-breeding_Q4_Q1,4022.260035
Wandering Albatross,Kerguelen,theta,11,30,GPSorPTT,immature,non-breeding,IMM_Q4_Q1,30,FALSE,immature,non-breeding_Q4_Q1,4022.260035
Wandering Albatross,Kerguelen,theta,12,31,GPSorPTT,immature,non-breeding,IMM_Q4_Q1,31,FALSE,immature,non-breeding_Q4_Q1,4022.260035
Wandering Albatross,Kerguelen,zeta,1,31,GPSorPTT,juvenile,non-breeding,JUV_Q4_Q1,31,FALSE,juvenile,non-breeding_Q4_Q1,855.7673796
Wandering Albatross,Kerguelen,zeta,2,28,GPSorPTT,juvenile,non-breeding,JUV_Q4_Q1,28,FALSE,juvenile,non-breeding_Q4_Q1,855.7673796
Wandering Albatross,Kerguelen,zeta,3,31,GPSorPTT,juvenile,non-breeding,JUV_Q4_Q1,31,FALSE,juvenile,non-breeding_Q4_Q1,855.7673796
Wandering Albatross,Kerguelen,zeta,4,30,GPSorPTT,juvenile,non-breeding,JUV_Q2_Q3,30,FALSE,juvenile,non-breeding_Q2_Q3,855.7673796
Wandering Albatross,Kerguelen,zeta,5,31,GPSorPTT,juvenile,non-breeding,JUV_Q2_Q3,31,FALSE,juvenile,non-breeding_Q2_Q3,855.7673796
Wandering Albatross,Kerguelen,zeta,6,30,GPSorPTT,juvenile,non-breeding,JUV_Q2_Q3,30,FALSE,juvenile,non-breeding_Q2_Q3,855.7673796
Wandering Albatross,Kerguelen,zeta,7,31,GPSorPTT,juvenile,non-breeding,JUV_Q2_Q3,31,FALSE,juvenile,non-breeding_Q2_Q3,855.7673796
Wandering Albatross,Kerguelen,zeta,8,31,GPSorPTT,juvenile,non-breeding,JUV_Q2_Q3,31,FALSE,juvenile,non-breeding_Q2_Q3,855.7673796
Wandering Albatross,Kerguelen,zeta,9,30,GPSorPTT,juvenile,non-breeding,JUV_Q2_Q3,30,FALSE,juvenile,non-breeding_Q2_Q3,855.7673796
Wandering Albatross,Kerguelen,zeta,10,31,GPSorPTT,juvenile,non-breeding,JUV_Q4_Q1,31,FALSE,juvenile,non-breeding_Q4_Q1,855.7673796
Wandering Albatross,Kerguelen,zeta,11,30,GPSorPTT,juvenile,non-breeding,JUV_Q4_Q1,30,FALSE,juvenile,non-breeding_Q4_Q1,855.7673796
Wandering Albatross,Kerguelen,zeta,12,31,GPSorPTT,juvenile,non-breeding,JUV_Q4_Q1,31,FALSE,juvenile,non-breeding_Q4_Q1,855.7673796
Wandering Albatross,South Georgia,beta,1,31,GPSorPTT,adult,incubation,INC,31,TRUE,adult,incubation,3002.528
Wandering Albatross,South Georgia,beta,2,28,GPSorPTT,adult,incubation,INC,28,TRUE,adult,incubation,3002.528
Wandering Albatross,South Georgia,beta,3,31,GPSorPTT,adult,incubation,INC,9,TRUE,adult,incubation,3002.528
Wandering Albatross,South Georgia,beta,3,31,GPSorPTT,adult,brood-guard,BR,22,TRUE,adult,brood-guard,3002.528
Wandering Albatross,South Georgia,beta,4,30,GPSorPTT,adult,brood-guard,BR,10,TRUE,adult,brood-guard,3002.528
Wandering Albatross,South Georgia,beta,4,30,GPSorPTT,adult,post-brood,PB,20,FALSE,adult,post-guard,3002.528
Wandering Albatross,South Georgia,beta,5,31,GPSorPTT,adult,post-brood,PB,31,FALSE,adult,post-guard,3002.528
Wandering Albatross,South Georgia,beta,6,30,GPSorPTT,adult,post-brood,PB,30,FALSE,adult,post-guard,3002.528
Wandering Albatross,South Georgia,beta,7,31,GPSorPTT,adult,post-brood,PB,31,FALSE,adult,post-guard,3002.528
Wandering Albatross,South Georgia,beta,8,31,GPSorPTT,adult,post-brood,PB,31,FALSE,adult,post-guard,3002.528
Wandering Albatross,South Georgia,beta,9,30,GPSorPTT,adult,post-brood,PB,30,FALSE,adult,post-guard,3002.528
Wandering Albatross,South Georgia,beta,10,31,GPSorPTT,adult,post-brood,PB,31,FALSE,adult,post-guard,3002.528
Wandering Albatross,South Georgia,beta,11,30,GPSorPTT,adult,post-brood,PB,26,FALSE,adult,post-guard,3002.528
Wandering Albatross,South Georgia,beta,11,30,GPSorPTT,adult,pre-laying,PRE-L,4,TRUE,adult,incubation,3002.528
Wandering Albatross,South Georgia,beta,12,31,GPSorPTT,adult,pre-laying,PRE-L,21,TRUE,adult,incubation,3002.528
Wandering Albatross,South Georgia,beta,12,31,GPSorPTT,adult,incubation,INC,10,TRUE,adult,incubation,3002.528
Wandering Albatross,South Georgia,delta,1,31,GLS,adult,non-breeding,NB_Q1,31,FALSE,adult,non-breeding_Q1,6464.821918
Wandering Albatross,South Georgia,delta,2,28,GLS,adult,non-breeding,NB_Q1,28,FALSE,adult,non-breeding_Q1,6464.821918
Wandering Albatross,South Georgia,delta,3,31,GLS,adult,non-breeding,NB_Q1,31,FALSE,adult,non-breeding_Q1,6464.821918
Wandering Albatross,South Georgia,delta,4,30,GLS,adult,non-breeding,NB_Q2,30,FALSE,adult,non-breeding_Q2,6464.821918
Wandering Albatross,South Georgia,delta,5,31,GLS,adult,non-breeding,NB_Q2,31,FALSE,adult,non-breeding_Q2,6464.821918
Wandering Albatross,South Georgia,delta,6,30,GLS,adult,non-breeding,NB_Q2,30,FALSE,adult,non-breeding_Q2,6464.821918
Wandering Albatross,South Georgia,delta,7,31,GLS,adult,non-breeding,NB_Q3,31,FALSE,adult,non-breeding_Q3,6464.821918
Wandering Albatross,South Georgia,delta,8,31,GLS,adult,non-breeding,NB_Q3,31,FALSE,adult,non-breeding_Q3,6464.821918
Wandering Albatross,South Georgia,delta,9,30,GLS,adult,non-breeding,NB_Q3,30,FALSE,adult,non-breeding_Q3,6464.821918
Wandering Albatross,South Georgia,delta,10,31,GLS,adult,non-breeding,NB_Q4,31,FALSE,adult,non-breeding_Q4,6464.821918
Wandering Albatross,South Georgia,delta,11,30,GLS,adult,non-breeding,NB_Q4,30,FALSE,adult,non-breeding_Q4,6464.821918
Wandering Albatross,South Georgia,delta,12,31,GLS,adult,non-breeding,NB_Q4,31,FALSE,adult,non-breeding_Q4,6464.821918
Wandering Albatross,South Georgia,gamma,1,31,GPSorPTT,adult,incubation,INC,31,TRUE,adult,incubation,713.472
Wandering Albatross,South Georgia,gamma,2,28,GPSorPTT,adult,incubation,INC,28,TRUE,adult,incubation,713.472
Wandering Albatross,South Georgia,gamma,3,31,GPSorPTT,adult,incubation,INC,9,TRUE,adult,incubation,713.472
Wandering Albatross,South Georgia,gamma,3,31,GPSorPTT,adult,brood-guard,BR,22,TRUE,adult,brood-guard,713.472
Wandering Albatross,South Georgia,gamma,4,30,GPSorPTT,adult,brood-guard,BR,10,TRUE,adult,brood-guard,713.472
Wandering Albatross,South Georgia,gamma,4,30,GPSorPTT,adult,post-brood,PB,20,FALSE,adult,post-guard,713.472
Wandering Albatross,South Georgia,gamma,5,31,GPSorPTT,adult,post-brood,PB,31,FALSE,adult,post-guard,713.472
Wandering Albatross,South Georgia,gamma,6,30,GPSorPTT,adult,post-brood,PB,14,FALSE,adult,post-guard,713.472
Wandering Albatross,South Georgia,gamma,6,30,GLS,adult,non-breeding,NB_Q2,16,FALSE,adult,non-breeding_Q2,713.472
Wandering Albatross,South Georgia,gamma,7,31,GLS,adult,non-breeding,NB_Q3,31,FALSE,adult,non-breeding_Q3,713.472
Wandering Albatross,South Georgia,gamma,8,31,GLS,adult,non-breeding,NB_Q3,31,FALSE,adult,non-breeding_Q3,713.472
Wandering Albatross,South Georgia,gamma,9,30,GLS,adult,non-breeding,NB_Q3,30,FALSE,adult,non-breeding_Q3,713.472
Wandering Albatross,South Georgia,gamma,10,31,GLS,adult,non-breeding,NB_Q4,31,FALSE,adult,non-breeding_Q4,713.472
Wandering Albatross,South Georgia,gamma,11,30,GLS,adult,non-breeding,NB_Q4,26,FALSE,adult,non-breeding_Q4,713.472
Wandering Albatross,South Georgia,gamma,11,30,GPSorPTT,adult,pre-laying,PRE-L,4,TRUE,adult,incubation,713.472
Wandering Albatross,South Georgia,gamma,12,31,GPSorPTT,adult,pre-laying,PRE-L,21,TRUE,adult,incubation,713.472
Wandering Albatross,South Georgia,gamma,12,31,GPSorPTT,adult,incubation,INC,10,TRUE,adult,incubation,713.472
Wandering Albatross,South Georgia,theta,1,31,GLS,immature,non-breeding,IMM_Q4_Q1,31,FALSE,immature,non-breeding_Q4_Q1,7712.101772
Wandering Albatross,South Georgia,theta,2,28,GLS,immature,non-breeding,IMM_Q4_Q1,28,FALSE,immature,non-breeding_Q4_Q1,7712.101772
Wandering Albatross,South Georgia,theta,3,31,GLS,immature,non-breeding,IMM_Q4_Q1,31,FALSE,immature,non-breeding_Q4_Q1,7712.101772
Wandering Albatross,South Georgia,theta,4,30,GLS,immature,non-breeding,IMM_Q2_Q3,30,FALSE,immature,non-breeding_Q2_Q3,7712.101772
Wandering Albatross,South Georgia,theta,5,31,GLS,immature,non-breeding,IMM_Q2_Q3,31,FALSE,immature,non-breeding_Q2_Q3,7712.101772
Wandering Albatross,South Georgia,theta,6,30,GLS,immature,non-breeding,IMM_Q2_Q3,30,FALSE,immature,non-breeding_Q2_Q3,7712.101772
Wandering Albatross,South Georgia,theta,7,31,GLS,immature,non-breeding,IMM_Q2_Q3,31,FALSE,immature,non-breeding_Q2_Q3,7712.101772
Wandering Albatross,South Georgia,theta,8,31,GLS,immature,non-breeding,IMM_Q2_Q3,31,FALSE,immature,non-breeding_Q2_Q3,7712.101772
Wandering Albatross,South Georgia,theta,9,30,GLS,immature,non-breeding,IMM_Q2_Q3,30,FALSE,immature,non-breeding_Q2_Q3,7712.101772
Wandering Albatross,South Georgia,theta,10,31,GLS,immature,non-breeding,IMM_Q4_Q1,31,FALSE,immature,non-breeding_Q4_Q1,7712.101772
Wandering Albatross,South Georgia,theta,11,30,GLS,immature,non-breeding,IMM_Q4_Q1,30,FALSE,immature,non-breeding_Q4_Q1,7712.101772
Wandering Albatross,South Georgia,theta,12,31,GLS,immature,non-breeding,IMM_Q4_Q1,31,FALSE,immature,non-breeding_Q4_Q1,7712.101772
Wandering Albatross,South Georgia,zeta,1,31,GPSorPTTorGLS,juvenile,non-breeding,JUV_Q4_Q1,31,FALSE,juvenile,non-breeding_Q4_Q1,1619.055104
Wandering Albatross,South Georgia,zeta,2,28,GPSorPTTorGLS,juvenile,non-breeding,JUV_Q4_Q1,28,FALSE,juvenile,non-breeding_Q4_Q1,1619.055104
Wandering Albatross,South Georgia,zeta,3,31,GPSorPTTorGLS,juvenile,non-breeding,JUV_Q4_Q1,31,FALSE,juvenile,non-breeding_Q4_Q1,1619.055104
Wandering Albatross,South Georgia,zeta,4,30,GPSorPTTorGLS,juvenile,non-breeding,JUV_Q2_Q3,30,FALSE,juvenile,non-breeding_Q2_Q3,1619.055104
Wandering Albatross,South Georgia,zeta,5,31,GPSorPTTorGLS,juvenile,non-breeding,JUV_Q2_Q3,31,FALSE,juvenile,non-breeding_Q2_Q3,1619.055104
Wandering Albatross,South Georgia,zeta,6,30,GPSorPTTorGLS,juvenile,non-breeding,JUV_Q2_Q3,30,FALSE,juvenile,non-breeding_Q2_Q3,1619.055104
Wandering Albatross,South Georgia,zeta,7,31,GPSorPTTorGLS,juvenile,non-breeding,JUV_Q2_Q3,31,FALSE,juvenile,non-breeding_Q2_Q3,1619.055104
Wandering Albatross,South Georgia,zeta,8,31,GPSorPTTorGLS,juvenile,non-breeding,JUV_Q2_Q3,31,FALSE,juvenile,non-breeding_Q2_Q3,1619.055104
Wandering Albatross,South Georgia,zeta,9,30,GPSorPTTorGLS,juvenile,non-breeding,JUV_Q2_Q3,30,FALSE,juvenile,non-breeding_Q2_Q3,1619.055104
Wandering Albatross,South Georgia,zeta,10,31,GPSorPTTorGLS,juvenile,non-breeding,JUV_Q4_Q1,31,FALSE,juvenile,non-breeding_Q4_Q1,1619.055104
Wandering Albatross,South Georgia,zeta,11,30,GPSorPTTorGLS,juvenile,non-breeding,JUV_Q4_Q1,30,FALSE,juvenile,non-breeding_Q4_Q1,1619.055104
Wandering Albatross,South Georgia,zeta,12,31,GPSorPTTorGLS,juvenile,non-breeding,JUV_Q4_Q1,31,FALSE,juvenile,non-breeding_Q4_Q1,1619.055104
Westland Petrel,New Zealand,beta,1,31,GLS,adult,non-breeding,NB_Q1,31,FALSE,adult,non-breeding_Q1,4856
Westland Petrel,New Zealand,beta,2,28,GLS,adult,non-breeding,NB_Q1,28,FALSE,adult,non-breeding_Q1,4856
Westland Petrel,New Zealand,beta,3,31,GLS,adult,non-breeding,NB_Q1,31,FALSE,adult,non-breeding_Q1,4856
Westland Petrel,New Zealand,beta,4,30,GLS,adult,non-breeding,NB_Q2,30,FALSE,adult,non-breeding_Q2,4856
Westland Petrel,New Zealand,beta,5,31,GLS,adult,non-breeding,NB_Q2,7,FALSE,adult,non-breeding_Q2,4856
Westland Petrel,New Zealand,beta,5,31,GPSorPTT,adult,pre-laying,PRE-L,15,TRUE,adult,pre-egg,4856
Westland Petrel,New Zealand,beta,5,31,GPSorPTT,adult,incubation,INC,9,TRUE,adult,incubation,4856
Westland Petrel,New Zealand,beta,6,30,GPSorPTT,adult,incubation,INC,30,TRUE,adult,incubation,4856
